0,252,1.0
1,253,0.7230047
2,255,0.987013
3,256,1.0
5,258,1.0
24,25,1.0
32,599,0.7105263
50,52,0.9166667
54,55,0.7108434
65,66,0.82653064
71,152,0.8534483
71,197,0.7758621
72,73,0.86624205
81,84,0.72527474
92,93,0.8067227
95,97,0.98039216
96,98,0.98039216
99,100,1.0
104,105,0.95238096
114,116,0.74698794
115,116,0.73170733
118,119,0.8
121,122,0.737931
128,129,0.88505745
137,138,0.8933333
139,152,0.75630254
140,141,0.98245615
141,143,1.0
144,145,0.7241379
152,176,0.7758621
153,154,0.94666666
160,197,1.0
161,192,0.73417723
162,193,0.875
164,196,0.76506025
172,214,0.9263158
172,198,0.9263158
173,215,1.0
175,209,0.7238806
185,186,0.98214287
198,199,0.9052632
201,202,0.8666667
207,217,0.8210526
208,217,1.0
209,218,0.7238806
224,225,0.92156863
226,229,0.7383177
226,228,1.0
227,229,0.7715517
239,241,0.875
263,264,0.7108434
266,267,0.81914896
284,285,0.775
296,297,1.0
301,302,1.0
302,303,1.0
304,1248,0.8035714
311,312,1.0
317,318,0.73913044
334,370,1.0
334,336,0.9354839
335,370,0.9354839
335,371,0.8484849
338,339,1.0
340,345,0.9259259
340,343,0.9259259
341,348,0.9259259
341,344,1.0
342,345,1.0
343,348,1.0
344,347,1.0
346,347,0.7592593
347,349,0.9259259
352,353,1.0
366,367,1.0
368,369,1.0
369,409,0.7258065
373,374,0.7368421
381,382,0.8125
388,389,0.9411765
390,391,1.0
391,392,0.88235295
401,408,0.7241379
405,407,0.9206349
406,408,0.9206349
409,410,0.9032258
411,412,0.9245283
412,413,0.7358491
414,418,1.0
414,415,1.0
415,416,1.0
416,417,0.81333333
419,421,0.89361703
423,426,0.83908045
424,427,0.82758623
426,427,0.9589041
431,432,0.7894737
436,437,0.73846155
460,461,0.82857144
462,464,0.751938
463,465,0.8715596
463,466,0.7647059
466,467,0.96638656
467,468,1.0
468,469,1.0
469,470,1.0
471,472,1.0
473,474,0.91463417
479,480,1.0
494,495,0.70454544
499,500,0.93333334
514,516,1.0
529,531,0.70454544
531,534,0.7826087
532,533,0.7826087
538,540,0.7457627
544,1192,0.8378378
545,547,0.7210884
548,549,0.8484849
560,562,0.875
561,562,0.8888889
564,565,1.0
579,580,0.90909094
583,585,0.9047619
584,586,0.9885057
588,589,0.75
593,595,0.76
593,594,0.76
609,610,0.73239434
615,617,0.7109375
616,617,0.976
621,622,0.84
626,629,0.7126437
631,637,0.7037037
633,634,0.77011496
638,639,0.99130434
660,661,0.84090906
670,672,0.8369565
684,685,1.0
685,686,1.0
689,692,0.87323946
691,694,0.8955224
693,694,0.9104478
695,696,0.72527474
708,740,0.87096775
715,716,0.90140843
718,719,0.875969
731,732,0.98275864
733,734,0.82758623
740,741,0.83064514
743,747,1.0
743,745,1.0
751,753,1.0
752,754,1.0
783,784,0.7105263
787,793,0.7875
791,792,0.74358976
797,798,0.7407407
800,801,0.8888889
813,814,0.9404762
815,816,0.7183099
824,826,0.8181818
824,825,0.8271605
828,885,0.8666667
830,831,0.8518519
836,837,0.8080808
844,845,1.0
873,874,1.0
879,880,1.0
885,1262,1.0
886,887,0.7733333
886,888,0.7733333
910,915,0.7745098
927,928,0.71910113
936,937,1.0
945,952,1.0
945,953,0.8965517
946,953,1.0
947,954,0.96428573
948,955,1.0
956,959,1.0
957,958,0.9259259
970,972,0.71153843
971,972,0.75
974,976,0.85
977,978,0.7244898
979,980,1.0
981,982,0.9846154
983,984,0.9882353
986,987,0.8947368
999,1000,0.8
1003,1004,0.9830508
1011,1222,1.0
1012,1223,1.0
1013,1016,0.95
1014,1015,0.82530123
1016,1017,0.9875
1031,1034,0.86754966
1033,1034,1.0
1042,1047,0.91071427
1042,1043,0.94827586
1051,1052,0.7446808
1069,1070,0.7
1075,1076,0.94957983
1086,1087,0.9382716
1086,1088,0.9506173
1095,1097,0.75409836
1096,1097,0.93442625
1100,1101,0.8269231
1109,1110,0.95804197
1111,1112,0.9734513
1113,1114,0.85064936
1128,1129,0.7837838
1131,1132,0.84810126
1133,1134,0.78571427
1145,1146,0.7777778
1148,1152,0.72307694
1148,1150,1.0
1150,1151,0.72307694
1153,1154,1.0
1160,1161,0.71748877
1165,1260,1.0
1171,1172,0.94736844
1176,1179,0.71875
1203,1204,0.7372881
1207,1211,0.9830508
1208,1210,0.7457627
1209,1210,0.7627119
1217,1218,0.8372093
1234,1235,0.76404494
1254,1255,0.9327731
1272,1274,0.73170733
1274,1278,0.81666666
1279,1280,0.8305085
1297,1359,0.86
1304,1305,1.0
1359,1360,0.7592593
1404,1405,0.79591835
1448,1449,0.7910448
1525,1528,0.9814815
1696,1697,0.8
1697,1698,0.76
